缺陷No.,单元ID,单元名称,类别No.,类别名称,图像文件名,重心Y,重心X,面积,体积,最大浓淡等级,平均浓淡等级,明暗,主轴长,副轴长,主轴角,针状度,周长,圆形度,等价椭圆主轴长,等价椭圆副轴长,等价椭圆主轴·副轴比,feret直径X,feret直径Y
182,2,"瑕疵",0,"未分类(类别01-19以外)","0000000182_00_000106_000795.bmp",+106.500,+795.500,16,,,,,,,,,,,,,,,
183,2,"瑕疵",0,"未分类(类别01-19以外)","0000000183_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
184,2,"瑕疵",0,"未分类(类别01-19以外)","0000000184_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
185,2,"瑕疵",0,"未分类(类别01-19以外)","0000000185_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
186,2,"瑕疵",0,"未分类(类别01-19以外)","0000000186_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
187,2,"瑕疵",0,"未分类(类别01-19以外)","0000000187_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
188,2,"瑕疵",0,"未分类(类别01-19以外)","0000000188_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
189,2,"瑕疵",0,"未分类(类别01-19以外)","0000000189_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
190,2,"瑕疵",0,"未分类(类别01-19以外)","0000000190_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
191,2,"瑕疵",0,"未分类(类别01-19以外)","0000000191_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
192,2,"瑕疵",0,"未分类(类别01-19以外)","0000000192_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
193,2,"瑕疵",0,"未分类(类别01-19以外)","0000000193_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
194,2,"瑕疵",0,"未分类(类别01-19以外)","0000000194_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
195,2,"瑕疵",0,"未分类(类别01-19以外)","0000000195_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
196,2,"瑕疵",0,"未分类(类别01-19以外)","0000000196_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
197,2,"瑕疵",0,"未分类(类别01-19以外)","0000000197_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
198,2,"瑕疵",0,"未分类(类别01-19以外)","0000000198_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
199,2,"瑕疵",0,"未分类(类别01-19以外)","0000000199_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
200,2,"瑕疵",0,"未分类(类别01-19以外)","0000000200_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
201,2,"瑕疵",0,"未分类(类别01-19以外)","0000000201_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
202,2,"瑕疵",0,"未分类(类别01-19以外)","0000000202_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
203,2,"瑕疵",0,"未分类(类别01-19以外)","0000000203_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
204,2,"瑕疵",0,"未分类(类别01-19以外)","0000000204_00_000766_000775.bmp",+766.500,+775.500,16,,,,,,,,,,,,,,,
205,2,"瑕疵",0,"未分类(类别01-19以外)","0000000205_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
206,2,"瑕疵",0,"未分类(类别01-19以外)","0000000206_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
207,2,"瑕疵",0,"未分类(类别01-19以外)","0000000207_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
208,2,"瑕疵",0,"未分类(类别01-19以外)","0000000208_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
209,2,"瑕疵",0,"未分类(类别01-19以外)","0000000209_00_000549_000690.bmp",+549.167,+690.167,48,,,,,,,,,,,,,,,
210,2,"瑕疵",0,"未分类(类别01-19以外)","0000000210_00_000534_000688.bmp",+534.500,+688.833,48,,,,,,,,,,,,,,,
211,2,"瑕疵",0,"未分类(类别01-19以外)","0000000211_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
212,2,"瑕疵",0,"未分类(类别01-19以外)","0000000212_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
213,2,"瑕疵",0,"未分类(类别01-19以外)","0000000213_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
214,2,"瑕疵",0,"未分类(类别01-19以外)","0000000214_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
215,2,"瑕疵",0,"未分类(类别01-19以外)","0000000215_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
216,2,"瑕疵",0,"未分类(类别01-19以外)","0000000216_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
217,2,"瑕疵",0,"未分类(类别01-19以外)","0000000217_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
218,2,"瑕疵",0,"未分类(类别01-19以外)","0000000218_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
219,2,"瑕疵",0,"未分类(类别01-19以外)","0000000219_00_000460_001009.bmp",+460.517,+1009.488,24080,,,,,,,,,,,,,,,
220,2,"瑕疵",0,"未分类(类别01-19以外)","0000000220_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
221,2,"瑕疵",0,"未分类(类别01-19以外)","0000000221_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
222,2,"瑕疵",0,"未分类(类别01-19以外)","0000000222_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
223,2,"瑕疵",0,"未分类(类别01-19以外)","0000000223_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
224,2,"瑕疵",0,"未分类(类别01-19以外)","0000000224_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
225,2,"瑕疵",0,"未分类(类别01-19以外)","0000000225_00_000150_000823.bmp",+150.500,+823.500,16,,,,,,,,,,,,,,,
226,2,"瑕疵",0,"未分类(类别01-19以外)","0000000226_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
227,2,"瑕疵",0,"未分类(类别01-19以外)","0000000227_00_000460_001009.bmp",+460.738,+1009.488,24080,,,,,,,,,,,,,,,
228,2,"瑕疵",0,"未分类(类别01-19以外)","0000000228_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
229,2,"瑕疵",0,"未分类(类别01-19以外)","0000000229_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
230,2,"瑕疵",0,"未分类(类别01-19以外)","0000000230_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
231,2,"瑕疵",0,"未分类(类别01-19以外)","0000000231_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
232,2,"瑕疵",0,"未分类(类别01-19以外)","0000000232_00_000760_000747.bmp",+760.500,+747.500,32,,,,,,,,,,,,,,,
233,2,"瑕疵",0,"未分类(类别01-19以外)","0000000233_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
234,2,"瑕疵",0,"未分类(类别01-19以外)","0000000234_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
235,2,"瑕疵",0,"未分类(类别01-19以外)","0000000235_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
236,2,"瑕疵",0,"未分类(类别01-19以外)","0000000236_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
237,2,"瑕疵",0,"未分类(类别01-19以外)","0000000237_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
238,2,"瑕疵",0,"未分类(类别01-19以外)","0000000238_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
239,2,"瑕疵",0,"未分类(类别01-19以外)","0000000239_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
240,2,"瑕疵",0,"未分类(类别01-19以外)","0000000240_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
241,2,"瑕疵",0,"未分类(类别01-19以外)","0000000241_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
242,2,"瑕疵",0,"未分类(类别01-19以外)","0000000242_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
243,2,"瑕疵",0,"未分类(类别01-19以外)","0000000243_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
244,2,"瑕疵",0,"未分类(类别01-19以外)","0000000244_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
245,2,"瑕疵",0,"未分类(类别01-19以外)","0000000245_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
246,2,"瑕疵",0,"未分类(类别01-19以外)","0000000246_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
247,2,"瑕疵",0,"未分类(类别01-19以外)","0000000247_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
248,2,"瑕疵",0,"未分类(类别01-19以外)","0000000248_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
249,2,"瑕疵",0,"未分类(类别01-19以外)","0000000249_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
250,2,"瑕疵",0,"未分类(类别01-19以外)","0000000250_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
251,2,"瑕疵",0,"未分类(类别01-19以外)","0000000251_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
252,2,"瑕疵",0,"未分类(类别01-19以外)","0000000252_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
253,2,"瑕疵",0,"未分类(类别01-19以外)","0000000253_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
254,2,"瑕疵",0,"未分类(类别01-19以外)","0000000254_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
255,2,"瑕疵",0,"未分类(类别01-19以外)","0000000255_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
256,2,"瑕疵",0,"未分类(类别01-19以外)","0000000256_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
257,2,"瑕疵",0,"未分类(类别01-19以外)","0000000257_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
258,2,"瑕疵",0,"未分类(类别01-19以外)","0000000258_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
259,2,"瑕疵",0,"未分类(类别01-19以外)","0000000259_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
260,2,"瑕疵",0,"未分类(类别01-19以外)","0000000260_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
261,2,"瑕疵",0,"未分类(类别01-19以外)","0000000261_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
262,2,"瑕疵",0,"未分类(类别01-19以外)","0000000262_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
263,2,"瑕疵",0,"未分类(类别01-19以外)","0000000263_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
264,2,"瑕疵",0,"未分类(类别01-19以外)","0000000264_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
265,2,"瑕疵",0,"未分类(类别01-19以外)","0000000265_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
266,2,"瑕疵",0,"未分类(类别01-19以外)","0000000266_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
267,2,"瑕疵",0,"未分类(类别01-19以外)","0000000267_00_000734_000691.bmp",+734.500,+691.500,16,,,,,,,,,,,,,,,
268,2,"瑕疵",0,"未分类(类别01-19以外)","0000000268_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
269,2,"瑕疵",0,"未分类(类别01-19以外)","0000000269_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
270,2,"瑕疵",0,"未分类(类别01-19以外)","0000000270_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
271,2,"瑕疵",0,"未分类(类别01-19以外)","0000000271_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
272,2,"瑕疵",0,"未分类(类别01-19以外)","0000000272_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
273,2,"瑕疵",0,"未分类(类别01-19以外)","0000000273_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
274,2,"瑕疵",0,"未分类(类别01-19以外)","0000000274_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
275,2,"瑕疵",0,"未分类(类别01-19以外)","0000000275_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
276,2,"瑕疵",0,"未分类(类别01-19以外)","0000000276_00_000460_001009.bmp",+460.309,+1009.476,24096,,,,,,,,,,,,,,,
277,2,"瑕疵",0,"未分类(类别01-19以外)","0000000277_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
278,2,"瑕疵",0,"未分类(类别01-19以外)","0000000278_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
279,2,"瑕疵",0,"未分类(类别01-19以外)","0000000279_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
280,2,"瑕疵",0,"未分类(类别01-19以外)","0000000280_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
281,2,"瑕疵",0,"未分类(类别01-19以外)","0000000281_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
282,2,"瑕疵",0,"未分类(类别01-19以外)","0000000282_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
283,2,"瑕疵",0,"未分类(类别01-19以外)","0000000283_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
284,2,"瑕疵",0,"未分类(类别01-19以外)","0000000284_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
285,2,"瑕疵",0,"未分类(类别01-19以外)","0000000285_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
286,2,"瑕疵",0,"未分类(类别01-19以外)","0000000286_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
287,2,"瑕疵",0,"未分类(类别01-19以外)","0000000287_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
288,2,"瑕疵",0,"未分类(类别01-19以外)","0000000288_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
289,2,"瑕疵",0,"未分类(类别01-19以外)","0000000289_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
290,2,"瑕疵",0,"未分类(类别01-19以外)","0000000290_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
291,2,"瑕疵",0,"未分类(类别01-19以外)","0000000291_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
292,2,"瑕疵",0,"未分类(类别01-19以外)","0000000292_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
293,2,"瑕疵",0,"未分类(类别01-19以外)","0000000293_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
294,2,"瑕疵",0,"未分类(类别01-19以外)","0000000294_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
295,2,"瑕疵",0,"未分类(类别01-19以外)","0000000295_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
296,2,"瑕疵",0,"未分类(类别01-19以外)","0000000296_00_000460_001009.bmp",+460.533,+1009.488,24080,,,,,,,,,,,,,,,
297,2,"瑕疵",0,"未分类(类别01-19以外)","0000000297_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
298,2,"瑕疵",0,"未分类(类别01-19以外)","0000000298_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
299,2,"瑕疵",0,"未分类(类别01-19以外)","0000000299_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
300,2,"瑕疵",0,"未分类(类别01-19以外)","0000000300_00_000545_000689.bmp",+545.700,+689.100,80,,,,,,,,,,,,,,,
301,2,"瑕疵",0,"未分类(类别01-19以外)","0000000301_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
302,2,"瑕疵",0,"未分类(类别01-19以外)","0000000302_00_000537_000686.bmp",+537.167,+686.833,96,,,,,,,,,,,,,,,
303,2,"瑕疵",0,"未分类(类别01-19以外)","0000000303_00_000522_000683.bmp",+522.500,+683.500,80,,,,,,,,,,,,,,,
304,2,"瑕疵",0,"未分类(类别01-19以外)","0000000304_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
305,2,"瑕疵",0,"未分类(类别01-19以外)","0000000305_00_000422_000703.bmp",+422.500,+703.500,16,,,,,,,,,,,,,,,
306,2,"瑕疵",0,"未分类(类别01-19以外)","0000000306_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
307,2,"瑕疵",0,"未分类(类别01-19以外)","0000000307_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
308,2,"瑕疵",0,"未分类(类别01-19以外)","0000000308_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
309,2,"瑕疵",0,"未分类(类别01-19以外)","0000000309_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
310,2,"瑕疵",0,"未分类(类别01-19以外)","0000000310_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
311,2,"瑕疵",0,"未分类(类别01-19以外)","0000000311_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
312,2,"瑕疵",0,"未分类(类别01-19以外)","0000000312_00_000780_000716.bmp",+780.900,+716.300,80,,,,,,,,,,,,,,,
313,2,"瑕疵",0,"未分类(类别01-19以外)","0000000313_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
314,2,"瑕疵",0,"未分类(类别01-19以外)","0000000314_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
315,2,"瑕疵",0,"未分类(类别01-19以外)","0000000315_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
316,2,"瑕疵",0,"未分类(类别01-19以外)","0000000316_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
317,2,"瑕疵",0,"未分类(类别01-19以外)","0000000317_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
318,2,"瑕疵",0,"未分类(类别01-19以外)","0000000318_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
319,2,"瑕疵",0,"未分类(类别01-19以外)","0000000319_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
320,2,"瑕疵",0,"未分类(类别01-19以外)","0000000320_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
321,2,"瑕疵",0,"未分类(类别01-19以外)","0000000321_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
322,2,"瑕疵",0,"未分类(类别01-19以外)","0000000322_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
323,2,"瑕疵",0,"未分类(类别01-19以外)","0000000323_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
324,2,"瑕疵",0,"未分类(类别01-19以外)","0000000324_00_000460_001009.bmp",+460.321,+1009.488,24080,,,,,,,,,,,,,,,
325,2,"瑕疵",0,"未分类(类别01-19以外)","0000000325_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
326,2,"瑕疵",0,"未分类(类别01-19以外)","0000000326_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
327,2,"瑕疵",0,"未分类(类别01-19以外)","0000000327_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
328,2,"瑕疵",0,"未分类(类别01-19以外)","0000000328_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
329,2,"瑕疵",0,"未分类(类别01-19以外)","0000000329_00_000460_001009.bmp",+460.477,+1009.488,24080,,,,,,,,,,,,,,,
330,2,"瑕疵",0,"未分类(类别01-19以外)","0000000330_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
331,2,"瑕疵",0,"未分类(类别01-19以外)","0000000331_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
332,2,"瑕疵",0,"未分类(类别01-19以外)","0000000332_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
333,2,"瑕疵",0,"未分类(类别01-19以外)","0000000333_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
334,2,"瑕疵",0,"未分类(类别01-19以外)","0000000334_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
335,2,"瑕疵",0,"未分类(类别01-19以外)","0000000335_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
336,2,"瑕疵",0,"未分类(类别01-19以外)","0000000336_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
337,2,"瑕疵",0,"未分类(类别01-19以外)","0000000337_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
338,2,"瑕疵",0,"未分类(类别01-19以外)","0000000338_00_000473_001010.bmp",+473.280,+1010.125,25280,,,,,,,,,,,,,,,
339,2,"瑕疵",0,"未分类(类别01-19以外)","0000000339_00_000708_001036.bmp",+708.382,+1036.206,272,,,,,,,,,,,,,,,
340,2,"瑕疵",0,"未分类(类别01-19以外)","0000000340_00_000723_001068.bmp",+723.833,+1068.389,144,,,,,,,,,,,,,,,
341,2,"瑕疵",0,"未分类(类别01-19以外)","0000000341_00_000604_001031.bmp",+604.500,+1031.500,32,,,,,,,,,,,,,,,
342,2,"瑕疵",0,"未分类(类别01-19以外)","0000000342_00_000714_001087.bmp",+714.500,+1087.500,16,,,,,,,,,,,,,,,
343,2,"瑕疵",0,"未分类(类别01-19以外)","0000000343_00_000694_001051.bmp",+694.500,+1051.500,16,,,,,,,,,,,,,,,
344,2,"瑕疵",0,"未分类(类别01-19以外)","0000000344_00_000462_001008.bmp",+462.161,+1008.505,24384,,,,,,,,,,,,,,,
345,2,"瑕疵",0,"未分类(类别01-19以外)","0000000345_00_000776_001031.bmp",+776.500,+1031.500,96,,,,,,,,,,,,,,,
346,2,"瑕疵",0,"未分类(类别01-19以外)","0000000346_00_000457_001011.bmp",+457.380,+1011.162,23824,,,,,,,,,,,,,,,
347,2,"瑕疵",0,"未分类(类别01-19以外)","0000000347_00_000465_001010.bmp",+465.985,+1010.529,23472,,,,,,,,,,,,,,,
348,2,"瑕疵",0,"未分类(类别01-19以外)","0000000348_00_000452_001010.bmp",+452.277,+1010.351,22720,,,,,,,,,,,,,,,
349,2,"瑕疵",0,"未分类(类别01-19以外)","0000000349_00_000459_001011.bmp",+459.677,+1011.016,22736,,,,,,,,,,,,,,,
350,2,"瑕疵",0,"未分类(类别01-19以外)","0000000350_00_000456_001010.bmp",+456.546,+1010.297,22768,,,,,,,,,,,,,,,
351,2,"瑕疵",0,"未分类(类别01-19以外)","0000000351_00_000462_001011.bmp",+462.467,+1011.134,23088,,,,,,,,,,,,,,,
352,2,"瑕疵",0,"未分类(类别01-19以外)","0000000352_00_000451_001010.bmp",+451.872,+1010.031,23184,,,,,,,,,,,,,,,
353,2,"瑕疵",0,"未分类(类别01-19以外)","0000000353_00_000458_001011.bmp",+458.378,+1011.341,22560,,,,,,,,,,,,,,,
354,2,"瑕疵",0,"未分类(类别01-19以外)","0000000354_00_000453_001010.bmp",+453.288,+1010.102,23072,,,,,,,,,,,,,,,
355,2,"瑕疵",0,"未分类(类别01-19以外)","0000000355_00_000463_001011.bmp",+463.045,+1011.645,22896,,,,,,,,,,,,,,,
356,2,"瑕疵",0,"未分类(类别01-19以外)","0000000356_00_000457_001010.bmp",+457.639,+1010.163,22976,,,,,,,,,,,,,,,
357,2,"瑕疵",0,"未分类(类别01-19以外)","0000000357_00_000459_001011.bmp",+459.714,+1011.237,21408,,,,,,,,,,,,,,,
358,2,"瑕疵",0,"未分类(类别01-19以外)","0000000358_00_000458_001010.bmp",+458.103,+1010.021,23200,,,,,,,,,,,,,,,
359,2,"瑕疵",0,"未分类(类别01-19以外)","0000000359_00_000457_001010.bmp",+457.750,+1010.951,21936,,,,,,,,,,,,,,,
360,2,"瑕疵",0,"未分类(类别01-19以外)","0000000360_00_000468_001010.bmp",+468.005,+1010.307,22752,,,,,,,,,,,,,,,
361,2,"瑕疵",0,"未分类(类别01-19以外)","0000000361_00_000455_001010.bmp",+455.080,+1010.692,22176,,,,,,,,,,,,,,,
362,2,"瑕疵",0,"未分类(类别01-19以外)","0000000362_00_000467_001010.bmp",+467.809,+1010.194,22928,,,,,,,,,,,,,,,
363,2,"瑕疵",0,"未分类(类别01-19以外)","0000000363_00_000455_001010.bmp",+455.952,+1010.519,22432,,,,,,,,,,,,,,,
364,2,"瑕疵",0,"未分类(类别01-19以外)","0000000364_00_000468_001010.bmp",+468.107,+1010.370,22656,,,,,,,,,,,,,,,
365,2,"瑕疵",0,"未分类(类别01-19以外)","0000000365_00_000451_001010.bmp",+451.860,+1010.703,22160,,,,,,,,,,,,,,,
366,2,"瑕疵",0,"未分类(类别01-19以外)","0000000366_00_000469_001010.bmp",+469.006,+1010.714,22144,,,,,,,,,,,,,,,
367,2,"瑕疵",0,"未分类(类别01-19以外)","0000000367_00_000452_001010.bmp",+452.607,+1010.287,22784,,,,,,,,,,,,,,,
368,2,"瑕疵",0,"未分类(类别01-19以外)","0000000368_00_000464_001010.bmp",+464.340,+1010.681,22192,,,,,,,,,,,,,,,
369,2,"瑕疵",0,"未分类(类别01-19以外)","0000000369_00_000457_001010.bmp",+457.068,+1010.637,22256,,,,,,,,,,,,,,,
370,2,"瑕疵",0,"未分类(类别01-19以外)","0000000370_00_000465_001010.bmp",+465.036,+1010.847,21952,,,,,,,,,,,,,,,
371,2,"瑕疵",0,"未分类(类别01-19以外)","0000000371_00_000461_001010.bmp",+461.393,+1010.444,22544,,,,,,,,,,,,,,,
