缺陷No.,单元ID,单元名称,类别No.,类别名称,图像文件名,重心Y,重心X,面积,体积,最大浓淡等级,平均浓淡等级,明暗,主轴长,副轴长,主轴角,针状度,周长,圆形度,等价椭圆主轴长,等价椭圆副轴长,等价椭圆主轴·副轴比,feret直径X,feret直径Y
372,2,"瑕疵",0,"未分类(类别01-19以外)","0000000372_00_000462_001010.bmp",+462.768,+1010.648,22240,,,,,,,,,,,,,,,
373,2,"瑕疵",0,"未分类(类别01-19以外)","0000000373_00_000456_001010.bmp",+456.190,+1010.529,22416,,,,,,,,,,,,,,,
374,2,"瑕疵",0,"未分类(类别01-19以外)","0000000374_00_000453_001010.bmp",+453.654,+1010.692,22176,,,,,,,,,,,,,,,
375,2,"瑕疵",0,"未分类(类别01-19以外)","0000000375_00_000468_001010.bmp",+468.729,+1010.562,22368,,,,,,,,,,,,,,,
376,2,"瑕疵",0,"未分类(类别01-19以外)","0000000376_00_000457_001011.bmp",+457.322,+1011.005,21728,,,,,,,,,,,,,,,
377,2,"瑕疵",0,"未分类(类别01-19以外)","0000000377_00_000462_001010.bmp",+462.465,+1010.881,21904,,,,,,,,,,,,,,,
378,2,"瑕疵",0,"未分类(类别01-19以外)","0000000378_00_000455_001010.bmp",+455.913,+1010.583,22336,,,,,,,,,,,,,,,
379,2,"瑕疵",0,"未分类(类别01-19以外)","0000000379_00_000466_001010.bmp",+466.359,+1010.605,22304,,,,,,,,,,,,,,,
380,2,"瑕疵",0,"未分类(类别01-19以外)","0000000380_00_000458_001010.bmp",+458.873,+1010.206,23152,,,,,,,,,,,,,,,
381,2,"瑕疵",0,"未分类(类别01-19以外)","0000000381_00_000463_001010.bmp",+463.698,+1010.444,22544,,,,,,,,,,,,,,,
382,2,"瑕疵",0,"未分类(类别01-19以外)","0000000382_00_000462_001010.bmp",+462.192,+1010.224,22880,,,,,,,,,,,,,,,
383,2,"瑕疵",0,"未分类(类别01-19以外)","0000000383_00_000458_001010.bmp",+458.115,+1010.497,22464,,,,,,,,,,,,,,,
384,2,"瑕疵",0,"未分类(类别01-19以外)","0000000384_00_000460_001010.bmp",+460.586,+1010.339,22704,,,,,,,,,,,,,,,
385,2,"瑕疵",0,"未分类(类别01-19以外)","0000000385_00_000457_001010.bmp",+457.727,+1010.465,22512,,,,,,,,,,,,,,,
386,2,"瑕疵",0,"未分类(类别01-19以外)","0000000386_00_000630_000823.bmp",+630.500,+823.500,16,,,,,,,,,,,,,,,
387,2,"瑕疵",0,"未分类(类别01-19以外)","0000000387_00_000458_001010.bmp",+458.985,+1010.616,22288,,,,,,,,,,,,,,,
388,2,"瑕疵",0,"未分类(类别01-19以外)","0000000388_00_000457_001010.bmp",+457.742,+1010.163,22976,,,,,,,,,,,,,,,
389,2,"瑕疵",0,"未分类(类别01-19以外)","0000000389_00_000459_001010.bmp",+459.854,+1010.670,22208,,,,,,,,,,,,,,,
390,2,"瑕疵",0,"未分类(类别01-19以外)","0000000390_00_000457_001010.bmp",+457.333,+1010.813,22000,,,,,,,,,,,,,,,
391,2,"瑕疵",0,"未分类(类别01-19以外)","0000000391_00_000463_001010.bmp",+463.438,+1010.594,22320,,,,,,,,,,,,,,,
392,2,"瑕疵",0,"未分类(类别01-19以外)","0000000392_00_000457_001010.bmp",+457.692,+1010.802,22016,,,,,,,,,,,,,,,
393,2,"瑕疵",0,"未分类(类别01-19以外)","0000000393_00_000458_001010.bmp",+458.310,+1010.485,22960,,,,,,,,,,,,,,,
394,2,"瑕疵",0,"未分类(类别01-19以外)","0000000394_00_000218_001031.bmp",+218.500,+1031.500,16,,,,,,,,,,,,,,,
395,2,"瑕疵",0,"未分类(类别01-19以外)","0000000395_00_000455_001009.bmp",+455.435,+1009.971,23280,,,,,,,,,,,,,,,
396,2,"瑕疵",0,"未分类(类别01-19以外)","0000000396_00_000456_001009.bmp",+456.081,+1009.971,23280,,,,,,,,,,,,,,,
397,2,"瑕疵",0,"未分类(类别01-19以外)","0000000397_00_000457_001010.bmp",+457.612,+1010.194,22928,,,,,,,,,,,,,,,
398,2,"瑕疵",0,"未分类(类别01-19以外)","0000000398_00_000460_001010.bmp",+460.228,+1010.339,22704,,,,,,,,,,,,,,,
399,2,"瑕疵",0,"未分类(类别01-19以外)","0000000399_00_000278_000747.bmp",+278.500,+747.500,16,,,,,,,,,,,,,,,
400,2,"瑕疵",0,"未分类(类别01-19以外)","0000000400_00_000462_001010.bmp",+462.607,+1010.318,22736,,,,,,,,,,,,,,,
401,2,"瑕疵",0,"未分类(类别01-19以外)","0000000401_00_000456_001010.bmp",+456.139,+1010.349,22688,,,,,,,,,,,,,,,
402,2,"瑕疵",0,"未分类(类别01-19以外)","0000000402_00_000106_000823.bmp",+106.500,+823.500,48,,,,,,,,,,,,,,,
403,2,"瑕疵",0,"未分类(类别01-19以外)","0000000403_00_000464_001010.bmp",+464.261,+1010.102,23072,,,,,,,,,,,,,,,
404,2,"瑕疵",0,"未分类(类别01-19以外)","0000000404_00_000460_001009.bmp",+460.933,+1009.942,23328,,,,,,,,,,,,,,,
405,2,"瑕疵",0,"未分类(类别01-19以外)","0000000405_00_000459_001010.bmp",+459.656,+1010.266,22816,,,,,,,,,,,,,,,
406,2,"瑕疵",0,"未分类(类别01-19以外)","0000000406_00_000458_001010.bmp",+458.227,+1010.153,22992,,,,,,,,,,,,,,,
407,2,"瑕疵",0,"未分类(类别01-19以外)","0000000407_00_000456_001010.bmp",+456.877,+1010.703,22160,,,,,,,,,,,,,,,
408,2,"瑕疵",0,"未分类(类别01-19以外)","0000000408_00_000459_001010.bmp",+459.385,+1010.328,22720,,,,,,,,,,,,,,,
409,2,"瑕疵",0,"未分类(类别01-19以外)","0000000409_00_000459_001010.bmp",+459.141,+1010.486,22480,,,,,,,,,,,,,,,
410,2,"瑕疵",0,"未分类(类别01-19以外)","0000000410_00_000465_001010.bmp",+465.753,+1010.391,22624,,,,,,,,,,,,,,,
411,2,"瑕疵",0,"未分类(类别01-19以外)","0000000411_00_000457_001010.bmp",+457.281,+1010.183,22944,,,,,,,,,,,,,,,
412,2,"瑕疵",0,"未分类(类别01-19以外)","0000000412_00_000455_001010.bmp",+455.780,+1010.813,22000,,,,,,,,,,,,,,,
413,2,"瑕疵",0,"未分类(类别01-19以外)","0000000413_00_000458_001010.bmp",+458.734,+1010.001,23232,,,,,,,,,,,,,,,
414,2,"瑕疵",0,"未分类(类别01-19以外)","0000000414_00_000458_001010.bmp",+458.711,+1010.529,22416,,,,,,,,,,,,,,,
415,2,"瑕疵",0,"未分类(类别01-19以外)","0000000415_00_000461_001009.bmp",+461.342,+1009.942,23328,,,,,,,,,,,,,,,
416,2,"瑕疵",0,"未分类(类别01-19以外)","0000000416_00_000463_001009.bmp",+463.408,+1009.991,23248,,,,,,,,,,,,,,,
417,2,"瑕疵",0,"未分类(类别01-19以外)","0000000417_00_000460_001010.bmp",+460.911,+1010.122,23040,,,,,,,,,,,,,,,
418,2,"瑕疵",0,"未分类(类别01-19以外)","0000000418_00_000430_000823.bmp",+430.500,+823.500,16,,,,,,,,,,,,,,,
419,2,"瑕疵",0,"未分类(类别01-19以外)","0000000419_00_000455_001010.bmp",+455.218,+1010.433,22560,,,,,,,,,,,,,,,
420,2,"瑕疵",0,"未分类(类别01-19以外)","0000000420_00_000461_001009.bmp",+461.746,+1009.991,23248,,,,,,,,,,,,,,,
421,2,"瑕疵",0,"未分类(类别01-19以外)","0000000421_00_000456_001010.bmp",+456.305,+1010.486,22480,,,,,,,,,,,,,,,
422,2,"瑕疵",0,"未分类(类别01-19以外)","0000000422_00_000466_001010.bmp",+466.424,+1010.349,22688,,,,,,,,,,,,,,,
423,2,"瑕疵",0,"未分类(类别01-19以外)","0000000423_00_000457_001010.bmp",+457.240,+1010.112,23056,,,,,,,,,,,,,,,
424,2,"瑕疵",0,"未分类(类别01-19以外)","0000000424_00_000606_000691.bmp",+606.500,+691.500,16,,,,,,,,,,,,,,,
425,2,"瑕疵",0,"未分类(类别01-19以外)","0000000425_00_000466_001010.bmp",+466.682,+1010.486,22480,,,,,,,,,,,,,,,
426,2,"瑕疵",0,"未分类(类别01-19以外)","0000000426_00_000455_001010.bmp",+455.432,+1010.360,22672,,,,,,,,,,,,,,,
427,2,"瑕疵",0,"未分类(类别01-19以外)","0000000427_00_000462_001010.bmp",+462.693,+1010.235,22864,,,,,,,,,,,,,,,
428,2,"瑕疵",0,"未分类(类别01-19以外)","0000000428_00_000454_001010.bmp",+454.753,+1010.153,22992,,,,,,,,,,,,,,,
429,2,"瑕疵",0,"未分类(类别01-19以外)","0000000429_00_000459_001010.bmp",+459.926,+1010.455,22528,,,,,,,,,,,,,,,
430,2,"瑕疵",0,"未分类(类别01-19以外)","0000000430_00_000458_001010.bmp",+458.492,+1010.163,22976,,,,,,,,,,,,,,,
431,2,"瑕疵",0,"未分类(类别01-19以外)","0000000431_00_000458_001010.bmp",+458.135,+1010.769,22064,,,,,,,,,,,,,,,
432,2,"瑕疵",0,"未分类(类别01-19以外)","0000000432_00_000458_001010.bmp",+458.373,+1010.391,22624,,,,,,,,,,,,,,,
433,2,"瑕疵",0,"未分类(类别01-19以外)","0000000433_00_000457_001010.bmp",+457.529,+1010.360,22672,,,,,,,,,,,,,,,
434,2,"瑕疵",0,"未分类(类别01-19以外)","0000000434_00_000466_001010.bmp",+466.163,+1010.266,22816,,,,,,,,,,,,,,,
435,2,"瑕疵",0,"未分类(类别01-19以外)","0000000435_00_000456_001010.bmp",+456.791,+1010.616,22288,,,,,,,,,,,,,,,
436,2,"瑕疵",0,"未分类(类别01-19以外)","0000000436_00_000463_001010.bmp",+463.896,+1010.349,22688,,,,,,,,,,,,,,,
437,2,"瑕疵",0,"未分类(类别01-19以外)","0000000437_00_000453_001010.bmp",+453.492,+1010.287,22784,,,,,,,,,,,,,,,
438,2,"瑕疵",0,"未分类(类别01-19以外)","0000000438_00_000467_001010.bmp",+467.107,+1010.423,22576,,,,,,,,,,,,,,,
439,2,"瑕疵",0,"未分类(类别01-19以外)","0000000439_00_000455_001010.bmp",+455.417,+1010.224,22880,,,,,,,,,,,,,,,
440,2,"瑕疵",0,"未分类(类别01-19以外)","0000000440_00_000464_001010.bmp",+464.835,+1010.255,22832,,,,,,,,,,,,,,,
441,2,"瑕疵",0,"未分类(类别01-19以外)","0000000441_00_000453_001010.bmp",+453.941,+1010.276,22800,,,,,,,,,,,,,,,
442,2,"瑕疵",0,"未分类(类别01-19以外)","0000000442_00_000466_001010.bmp",+466.740,+1010.349,22688,,,,,,,,,,,,,,,
443,2,"瑕疵",0,"未分类(类别01-19以外)","0000000443_00_000463_001009.bmp",+463.456,+1009.756,23632,,,,,,,,,,,,,,,
444,2,"瑕疵",0,"未分类(类别01-19以外)","0000000444_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
445,2,"瑕疵",0,"未分类(类别01-19以外)","0000000445_00_000461_001009.bmp",+461.142,+1009.575,23936,,,,,,,,,,,,,,,
446,2,"瑕疵",0,"未分类(类别01-19以外)","0000000446_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
447,2,"瑕疵",0,"未分类(类别01-19以外)","0000000447_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
448,2,"瑕疵",0,"未分类(类别01-19以外)","0000000448_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
449,2,"瑕疵",0,"未分类(类别01-19以外)","0000000449_00_000460_001009.bmp",+460.612,+1009.519,24032,,,,,,,,,,,,,,,
450,2,"瑕疵",0,"未分类(类别01-19以外)","0000000450_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
451,2,"瑕疵",0,"未分类(类别01-19以外)","0000000451_00_000461_001009.bmp",+461.180,+1009.537,24000,,,,,,,,,,,,,,,
452,2,"瑕疵",0,"未分类(类别01-19以外)","0000000452_00_000460_001009.bmp",+460.621,+1009.509,24048,,,,,,,,,,,,,,,
453,2,"瑕疵",0,"未分类(类别01-19以外)","0000000453_00_000460_001009.bmp",+460.576,+1009.547,23984,,,,,,,,,,,,,,,
454,2,"瑕疵",0,"未分类(类别01-19以外)","0000000454_00_000460_001009.bmp",+460.404,+1009.519,24032,,,,,,,,,,,,,,,
455,2,"瑕疵",0,"未分类(类别01-19以外)","0000000455_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
456,2,"瑕疵",0,"未分类(类别01-19以外)","0000000456_00_000459_001009.bmp",+459.970,+1009.565,23952,,,,,,,,,,,,,,,
457,2,"瑕疵",0,"未分类(类别01-19以外)","0000000457_00_000459_001009.bmp",+459.515,+1009.556,23968,,,,,,,,,,,,,,,
458,2,"瑕疵",0,"未分类(类别01-19以外)","0000000458_00_000456_001010.bmp",+456.768,+1010.204,22912,,,,,,,,,,,,,,,
459,2,"瑕疵",0,"未分类(类别01-19以外)","0000000459_00_000465_001010.bmp",+465.036,+1010.072,23120,,,,,,,,,,,,,,,
460,2,"瑕疵",0,"未分类(类别01-19以外)","0000000460_00_000458_001010.bmp",+458.690,+1010.391,22624,,,,,,,,,,,,,,,
461,2,"瑕疵",0,"未分类(类别01-19以外)","0000000461_00_000463_001010.bmp",+463.669,+1010.476,22496,,,,,,,,,,,,,,,
462,2,"瑕疵",0,"未分类(类别01-19以外)","0000000462_00_000459_001009.bmp",+459.220,+1009.689,23744,,,,,,,,,,,,,,,
463,2,"瑕疵",0,"未分类(类别01-19以外)","0000000463_00_000460_001009.bmp",+460.281,+1009.641,23824,,,,,,,,,,,,,,,
464,2,"瑕疵",0,"未分类(类别01-19以外)","0000000464_00_000461_001009.bmp",+461.574,+1009.547,23984,,,,,,,,,,,,,,,
465,2,"瑕疵",0,"未分类(类别01-19以外)","0000000465_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
466,2,"瑕疵",0,"未分类(类别01-19以外)","0000000466_00_000460_001009.bmp",+460.619,+1009.528,24016,,,,,,,,,,,,,,,
467,2,"瑕疵",0,"未分类(类别01-19以外)","0000000467_00_000459_001010.bmp",+459.685,+1010.143,23008,,,,,,,,,,,,,,,
468,2,"瑕疵",0,"未分类(类别01-19以外)","0000000468_00_000461_001009.bmp",+461.033,+1009.537,24000,,,,,,,,,,,,,,,
469,2,"瑕疵",0,"未分类(类别01-19以外)","0000000469_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
470,2,"瑕疵",0,"未分类(类别01-19以外)","0000000470_00_000460_001009.bmp",+460.500,+1009.500,24064,,,,,,,,,,,,,,,
471,2,"瑕疵",0,"未分类(类别01-19以外)","0000000471_00_000460_001009.bmp",+460.863,+1009.537,24000,,,,,,,,,,,,,,,
472,2,"瑕疵",0,"未分类(类别01-19以外)","0000000472_00_000464_001009.bmp",+464.470,+1009.843,23488,,,,,,,,,,,,,,,
473,2,"瑕疵",0,"未分类(类别01-19以外)","0000000473_00_000455_001010.bmp",+455.856,+1010.041,23168,,,,,,,,,,,,,,,
474,2,"瑕疵",0,"未分类(类别01-19以外)","0000000474_00_000463_001009.bmp",+463.541,+1009.883,23424,,,,,,,,,,,,,,,
475,2,"瑕疵",0,"未分类(类别01-19以外)","0000000475_00_000459_001010.bmp",+459.239,+1010.132,23024,,,,,,,,,,,,,,,
476,2,"瑕疵",0,"未分类(类别01-19以外)","0000000476_00_000466_001010.bmp",+466.534,+1010.235,22864,,,,,,,,,,,,,,,
477,2,"瑕疵",0,"未分类(类别01-19以外)","0000000477_00_000460_001010.bmp",+460.152,+1010.235,22864,,,,,,,,,,,,,,,
478,2,"瑕疵",0,"未分类(类别01-19以外)","0000000478_00_000461_001009.bmp",+461.082,+1009.883,23424,,,,,,,,,,,,,,,
479,2,"瑕疵",0,"未分类(类别01-19以外)","0000000479_00_000457_001010.bmp",+457.841,+1010.082,23104,,,,,,,,,,,,,,,
480,2,"瑕疵",0,"未分类(类别01-19以外)","0000000480_00_000456_001010.bmp",+456.390,+1010.551,22384,,,,,,,,,,,,,,,
481,2,"瑕疵",0,"未分类(类别01-19以外)","0000000481_00_000459_001009.bmp",+459.689,+1009.892,23408,,,,,,,,,,,,,,,
482,2,"瑕疵",0,"未分类(类别01-19以外)","0000000482_00_000462_001010.bmp",+462.264,+1010.143,23008,,,,,,,,,,,,,,,
483,2,"瑕疵",0,"未分类(类别01-19以外)","0000000483_00_000460_001009.bmp",+460.862,+1009.873,23440,,,,,,,,,,,,,,,
484,2,"瑕疵",0,"未分类(类别01-19以外)","0000000484_00_000453_001010.bmp",+453.778,+1010.183,22944,,,,,,,,,,,,,,,
485,2,"瑕疵",0,"未分类(类别01-19以外)","0000000485_00_000463_001009.bmp",+463.450,+1009.863,23456,,,,,,,,,,,,,,,
486,2,"瑕疵",0,"未分类(类别01-19以外)","0000000486_00_000454_001010.bmp",+454.676,+1010.204,22912,,,,,,,,,,,,,,,
487,2,"瑕疵",0,"未分类(类别01-19以外)","0000000487_00_000463_001009.bmp",+463.690,+1009.932,23344,,,,,,,,,,,,,,,
488,2,"瑕疵",0,"未分类(类别01-19以外)","0000000488_00_000454_001010.bmp",+454.388,+1010.204,22912,,,,,,,,,,,,,,,
489,2,"瑕疵",0,"未分类(类别01-19以外)","0000000489_00_000459_001010.bmp",+459.823,+1010.041,23168,,,,,,,,,,,,,,,
490,2,"瑕疵",0,"未分类(类别01-19以外)","0000000490_00_000457_001010.bmp",+457.050,+1010.266,22816,,,,,,,,,,,,,,,
491,2,"瑕疵",0,"未分类(类别01-19以外)","0000000491_00_000464_001010.bmp",+464.262,+1010.132,23024,,,,,,,,,,,,,,,
492,2,"瑕疵",0,"未分类(类别01-19以外)","0000000492_00_000458_001009.bmp",+458.929,+1009.971,23280,,,,,,,,,,,,,,,
493,2,"瑕疵",0,"未分类(类别01-19以外)","0000000493_00_000460_001010.bmp",+460.709,+1010.297,22768,,,,,,,,,,,,,,,
494,2,"瑕疵",0,"未分类(类别01-19以外)","0000000494_00_000461_001010.bmp",+461.362,+1010.183,22944,,,,,,,,,,,,,,,
495,2,"瑕疵",0,"未分类(类别01-19以外)","0000000495_00_000456_001010.bmp",+456.922,+1010.204,22912,,,,,,,,,,,,,,,
496,2,"瑕疵",0,"未分类(类别01-19以外)","0000000496_00_000461_001010.bmp",+461.037,+1010.082,23104,,,,,,,,,,,,,,,
497,2,"瑕疵",0,"未分类(类别01-19以外)","0000000497_00_000457_001010.bmp",+457.205,+1010.031,23184,,,,,,,,,,,,,,,
498,2,"瑕疵",0,"未分类(类别01-19以外)","0000000498_00_000466_001010.bmp",+466.389,+1010.062,23136,,,,,,,,,,,,,,,
499,2,"瑕疵",0,"未分类(类别01-19以外)","0000000499_00_000454_001010.bmp",+454.285,+1010.183,22944,,,,,,,,,,,,,,,
500,2,"瑕疵",0,"未分类(类别01-19以外)","0000000500_00_000466_001010.bmp",+466.370,+1010.402,22608,,,,,,,,,,,,,,,
501,2,"瑕疵",0,"未分类(类别01-19以外)","0000000501_00_000454_001009.bmp",+454.343,+1009.971,23280,,,,,,,,,,,,,,,
502,2,"瑕疵",0,"未分类(类别01-19以外)","0000000502_00_000468_001010.bmp",+468.076,+1010.423,22576,,,,,,,,,,,,,,,
503,2,"瑕疵",0,"未分类(类别01-19以外)","0000000503_00_000456_001009.bmp",+456.794,+1009.912,23376,,,,,,,,,,,,,,,
504,2,"瑕疵",0,"未分类(类别01-19以外)","0000000504_00_000464_001010.bmp",+464.128,+1010.455,22528,,,,,,,,,,,,,,,
505,2,"瑕疵",0,"未分类(类别01-19以外)","0000000505_00_000455_001010.bmp",+455.994,+1010.173,22960,,,,,,,,,,,,,,,
506,2,"瑕疵",0,"未分类(类别01-19以外)","0000000506_00_000460_001010.bmp",+460.749,+1010.486,22480,,,,,,,,,,,,,,,
507,2,"瑕疵",0,"未分类(类别01-19以外)","0000000507_00_000460_001009.bmp",+460.709,+1009.785,23584,,,,,,,,,,,,,,,
508,2,"瑕疵",0,"未分类(类别01-19以外)","0000000508_00_000456_001010.bmp",+456.958,+1010.370,22656,,,,,,,,,,,,,,,
509,2,"瑕疵",0,"未分类(类别01-19以外)","0000000509_00_000463_001009.bmp",+463.291,+1009.717,23696,,,,,,,,,,,,,,,
510,2,"瑕疵",0,"未分类(类别01-19以外)","0000000510_00_000453_001010.bmp",+453.126,+1010.444,22544,,,,,,,,,,,,,,,
511,2,"瑕疵",0,"未分类(类别01-19以外)","0000000511_00_000464_001009.bmp",+464.549,+1009.902,23392,,,,,,,,,,,,,,,
512,2,"瑕疵",0,"未分类(类别01-19以外)","0000000512_00_000520_000691.bmp",+520.500,+691.500,32,,,,,,,,,,,,,,,
513,2,"瑕疵",0,"未分类(类别01-19以外)","0000000513_00_000530_000691.bmp",+530.500,+691.500,16,,,,,,,,,,,,,,,
514,2,"瑕疵",0,"未分类(类别01-19以外)","0000000514_00_000456_001010.bmp",+456.797,+1010.412,22592,,,,,,,,,,,,,,,
515,2,"瑕疵",0,"未分类(类别01-19以外)","0000000515_00_000464_001010.bmp",+464.686,+1010.328,22720,,,,,,,,,,,,,,,
516,2,"瑕疵",0,"未分类(类别01-19以外)","0000000516_00_000453_001010.bmp",+453.054,+1010.307,22752,,,,,,,,,,,,,,,
517,2,"瑕疵",0,"未分类(类别01-19以外)","0000000517_00_000465_001010.bmp",+465.900,+1010.132,23024,,,,,,,,,,,,,,,
518,2,"瑕疵",0,"未分类(类别01-19以外)","0000000518_00_000458_001010.bmp",+458.008,+1010.224,22880,,,,,,,,,,,,,,,
519,2,"瑕疵",0,"未分类(类别01-19以外)","0000000519_00_000458_001010.bmp",+458.489,+1010.255,22832,,,,,,,,,,,,,,,
520,2,"瑕疵",0,"未分类(类别01-19以外)","0000000520_00_000457_001010.bmp",+457.060,+1010.021,23200,,,,,,,,,,,,,,,
521,2,"瑕疵",0,"未分类(类别01-19以外)","0000000521_00_000462_001010.bmp",+462.307,+1010.194,22928,,,,,,,,,,,,,,,
522,2,"瑕疵",0,"未分类(类别01-19以外)","0000000522_00_000457_001010.bmp",+457.296,+1010.102,23072,,,,,,,,,,,,,,,
523,2,"瑕疵",0,"未分类(类别01-19以外)","0000000523_00_000458_001010.bmp",+458.116,+1010.370,22656,,,,,,,,,,,,,,,
524,2,"瑕疵",0,"未分类(类别01-19以外)","0000000524_00_000461_001009.bmp",+461.169,+1009.981,23264,,,,,,,,,,,,,,,
525,2,"瑕疵",0,"未分类(类别01-19以外)","0000000525_00_000458_001010.bmp",+458.003,+1010.276,22800,,,,,,,,,,,,,,,
526,2,"瑕疵",0,"未分类(类别01-19以外)","0000000526_00_000463_001010.bmp",+463.444,+1010.287,22784,,,,,,,,,,,,,,,
527,2,"瑕疵",0,"未分类(类别01-19以外)","0000000527_00_000456_001010.bmp",+456.638,+1010.328,22720,,,,,,,,,,,,,,,
528,2,"瑕疵",0,"未分类(类别01-19以外)","0000000528_00_000462_001010.bmp",+462.580,+1010.072,23120,,,,,,,,,,,,,,,
529,2,"瑕疵",0,"未分类(类别01-19以外)","0000000529_00_000454_001010.bmp",+454.446,+1010.476,22496,,,,,,,,,,,,,,,
530,2,"瑕疵",0,"未分类(类别01-19以外)","0000000530_00_000461_001010.bmp",+461.366,+1010.276,22800,,,,,,,,,,,,,,,
531,2,"瑕疵",0,"未分类(类别01-19以外)","0000000531_00_000457_001010.bmp",+457.509,+1010.153,22992,,,,,,,,,,,,,,,
532,2,"瑕疵",0,"未分类(类别01-19以外)","0000000532_00_000464_001010.bmp",+464.549,+1010.297,22768,,,,,,,,,,,,,,,
533,2,"瑕疵",0,"未分类(类别01-19以外)","0000000533_00_000457_001009.bmp",+457.312,+1009.912,23376,,,,,,,,,,,,,,,
534,2,"瑕疵",0,"未分类(类别01-19以外)","0000000534_00_000536_000719.bmp",+536.500,+719.500,32,,,,,,,,,,,,,,,
535,2,"瑕疵",0,"未分类(类别01-19以外)","0000000535_00_000464_001010.bmp",+464.326,+1010.497,22464,,,,,,,,,,,,,,,
536,2,"瑕疵",0,"未分类(类别01-19以外)","0000000536_00_000457_001010.bmp",+457.611,+1010.163,22976,,,,,,,,,,,,,,,
537,2,"瑕疵",0,"未分类(类别01-19以外)","0000000537_00_000463_001010.bmp",+463.318,+1010.102,23072,,,,,,,,,,,,,,,
538,2,"瑕疵",0,"未分类(类别01-19以外)","0000000538_00_000460_001010.bmp",+460.780,+1010.082,23104,,,,,,,,,,,,,,,
539,2,"瑕疵",0,"未分类(类别01-19以外)","0000000539_00_000460_001010.bmp",+460.604,+1010.031,23184,,,,,,,,,,,,,,,
540,2,"瑕疵",0,"未分类(类别01-19以外)","0000000540_00_000455_001009.bmp",+455.424,+1009.971,23280,,,,,,,,,,,,,,,
541,2,"瑕疵",0,"未分类(类别01-19以外)","0000000541_00_000459_001010.bmp",+459.465,+1010.391,22624,,,,,,,,,,,,,,,
542,2,"瑕疵",0,"未分类(类别01-19以外)","0000000542_00_000457_001010.bmp",+457.364,+1010.022,23376,,,,,,,,,,,,,,,
543,2,"瑕疵",0,"未分类(类别01-19以外)","0000000543_00_000460_001010.bmp",+460.848,+1010.187,23008,,,,,,,,,,,,,,,
544,2,"瑕疵",0,"未分类(类别01-19以外)","0000000544_00_000456_001010.bmp",+456.344,+1010.011,23216,,,,,,,,,,,,,,,
545,2,"瑕疵",0,"未分类(类别01-19以外)","0000000545_00_000466_001010.bmp",+466.136,+1010.031,23184,,,,,,,,,,,,,,,
546,2,"瑕疵",0,"未分类(类别01-19以外)","0000000546_00_000458_001009.bmp",+458.118,+1009.756,23632,,,,,,,,,,,,,,,
547,2,"瑕疵",0,"未分类(类别01-19以外)","0000000547_00_000461_001010.bmp",+461.317,+1010.224,22880,,,,,,,,,,,,,,,
548,2,"瑕疵",0,"未分类(类别01-19以外)","0000000548_00_000455_001010.bmp",+455.324,+1010.011,23216,,,,,,,,,,,,,,,
549,2,"瑕疵",0,"未分类(类别01-19以外)","0000000549_00_000464_001010.bmp",+464.478,+1010.082,23104,,,,,,,,,,,,,,,
550,2,"瑕疵",0,"未分类(类别01-19以外)","0000000550_00_000102_000691.bmp",+102.500,+691.500,16,,,,,,,,,,,,,,,
551,2,"瑕疵",0,"未分类(类别01-19以外)","0000000551_00_000461_001009.bmp",+461.023,+1009.717,23696,,,,,,,,,,,,,,,
552,2,"瑕疵",0,"未分类(类别01-19以外)","0000000552_00_000460_001009.bmp",+460.291,+1009.698,23728,,,,,,,,,,,,,,,
553,2,"瑕疵",0,"未分类(类别01-19以外)","0000000553_00_000094_000823.bmp",+94.500,+823.500,16,,,,,,,,,,,,,,,
554,2,"瑕疵",0,"未分类(类别01-19以外)","0000000554_00_000455_001009.bmp",+455.959,+1009.962,23296,,,,,,,,,,,,,,,
555,2,"瑕疵",0,"未分类(类别01-19以外)","0000000555_00_000458_001009.bmp",+458.905,+1009.892,23408,,,,,,,,,,,,,,,
556,2,"瑕疵",0,"未分类(类别01-19以外)","0000000556_00_000463_001010.bmp",+463.607,+1010.102,23072,,,,,,,,,,,,,,,
557,2,"瑕疵",0,"未分类(类别01-19以外)","0000000557_00_000460_001010.bmp",+460.191,+1010.001,23232,,,,,,,,,,,,,,,
558,2,"瑕疵",0,"未分类(类别01-19以外)","0000000558_00_000460_001010.bmp",+460.008,+1010.255,22832,,,,,,,,,,,,,,,
559,2,"瑕疵",0,"未分类(类别01-19以外)","0000000559_00_000456_001009.bmp",+456.302,+1009.962,23296,,,,,,,,,,,,,,,
560,2,"瑕疵",0,"未分类(类别01-19以外)","0000000560_00_000459_001010.bmp",+459.389,+1010.402,22608,,,,,,,,,,,,,,,
561,2,"瑕疵",0,"未分类(类别01-19以外)","0000000561_00_000462_001009.bmp",+462.819,+1009.834,23504,,,,,,,,,,,,,,,
